date,hour,temperature,humidity,pressure,weather
2015-11-02,16,9.7,71,100.69,
2015-11-02,17,8.7,75,100.67,
2015-11-02,18,8.3,80,100.70,
2015-11-02,19,8.7,77,100.74,
2015-11-02,20,7.7,78,100.75,
2015-11-02,21,6.8,85,100.79,
2015-11-02,22,7.2,89,100.81,
2015-11-02,23,7.7,86,100.81,
2015-11-02,24,7.1,91,100.81,
2015-11-03,01,7.0,91,100.82,
2015-11-03,02,6.4,91,100.82,
2015-11-03,03,6.3,91,100.84,
2015-11-03,04,6.4,92,100.81,
2015-11-03,05,6.5,91,100.81,
2015-11-03,06,7.9,81,100.87,
2015-11-03,07,8.0,76,100.90,
2015-11-03,08,6.7,82,100.94,
2015-11-03,09,7.4,81,101.00,
2015-11-03,10,9.4,71,101.04,
2015-11-03,11,10.1,67,101.05,
2015-11-03,12,10.3,65,101.09,
2015-11-03,13,10.5,64,101.09,
2015-11-03,14,9.8,74,101.09,
2015-11-03,15,10.2,72,101.10,
2015-11-03,16,10.2,73,101.14,
2015-11-03,17,9.2,77,101.17,
2015-11-03,18,6.1,89,101.22,
2015-11-03,19,4.9,94,101.23,
2015-11-03,20,4.4,96,101.25,
2015-11-03,21,4.8,97,101.28,
2015-11-03,22,6.9,93,101.31,
2015-11-03,23,4.2,95,101.33,
2015-11-03,24,4.3,97,101.34,
2015-11-04,01,3.4,98,101.38,
2015-11-04,02,3.2,98,101.36,
2015-11-04,03,3.3,99,101.38,
2015-11-04,04,3.6,99,101.40,
2015-11-04,05,4.4,99,101.38,
2015-11-04,06,3.4,99,101.35,
2015-11-04,07,4.4,99,101.38,
2015-11-04,08,6.3,99,101.40,
2015-11-04,09,6.9,99,101.41,
2015-11-04,10,7.6,98,101.40,
2015-11-04,11,8.8,91,101.38,
2015-11-04,12,8.9,82,101.39,
2015-11-04,13,9.1,84,101.39,
2015-11-04,14,9.2,83,101.34,
2015-11-04,15,9.1,85,101.33,
2015-11-04,16,9.2,85,101.32,
2015-11-04,17,9.3,86,101.30,
2015-11-04,18,9.0,90,101.27,
2015-11-04,19,9.2,90,101.28,
2015-11-04,20,8.6,91,101.26,
2015-11-04,21,8.2,94,101.24,
2015-11-04,22,8.2,89,101.23,
2015-11-04,23,8.5,86,101.22,
2015-11-04,24,8.6,91,101.21,
2015-11-05,01,8.4,93,101.21,
2015-11-05,02,8.1,96,101.15,
2015-11-05,03,8.0,96,101.17,
2015-11-05,04,8.3,95,101.14,
2015-11-05,05,8.3,95,101.12,
2015-11-05,06,8.3,95,101.13,
2015-11-05,07,8.2,96,101.11,
2015-11-05,08,8.3,96,101.17,
2015-11-05,09,8.5,96,101.23,
2015-11-05,10,9.6,93,101.26,
2015-11-05,11,10.0,84,101.30,
2015-11-05,12,10.4,76,101.36,
2015-11-05,13,11.0,77,101.39,
2015-11-05,14,10.1,82,101.41,
2015-11-05,15,9.9,82,101.47,
2015-11-05,16,10.1,80,101.48,
2015-11-05,17,9.8,79,101.52,
2015-11-05,18,6.8,90,101.58,
2015-11-05,19,5.6,95,101.59,
2015-11-05,20,5.1,97,101.65,
2015-11-05,21,4.9,97,101.68,
2015-11-05,22,4.8,98,101.72,
2015-11-05,23,4.6,98,101.77,
2015-11-05,24,4.7,98,101.82,
2015-11-06,01,6.5,99,101.83,
2015-11-06,02,7.8,99,101.85,
2015-11-06,03,8.0,99,101.85,
2015-11-06,04,8.0,99,101.84,
2015-11-06,05,8.0,98,101.85,
2015-11-06,06,8.1,97,101.85,
2015-11-06,07,8.1,95,101.83,
2015-11-06,08,8.2,93,101.81,
2015-11-06,09,8.4,93,101.80,
2015-11-06,10,8.8,90,101.80,
2015-11-06,11,9.1,87,101.78,
2015-11-06,12,9.0,92,101.75,
2015-11-06,13,9.2,93,101.67,
2015-11-06,14,9.7,91,101.57,
2015-11-06,15,10.2,91,101.50,
2015-11-06,16,10.7,89,101.42,
2015-11-06,17,10.6,85,101.33,
2015-11-06,18,9.8,90,101.28,
2015-11-06,19,9.9,91,101.21,
2015-11-06,20,9.3,92,101.13,
2015-11-06,21,9.1,93,101.04,
2015-11-06,22,9.6,94,101.01,
2015-11-06,23,9.8,94,100.95,
2015-11-06,24,9.7,95,100.87,
2015-11-07,01,9.6,96,100.86,
2015-11-07,02,9.7,97,100.73,
2015-11-07,03,9.7,97,100.69,
2015-11-07,04,9.5,97,100.54,
2015-11-07,05,9.6,97,100.48,
2015-11-07,06,9.5,97,100.45,
2015-11-07,07,9.5,98,100.34,
2015-11-07,08,9.7,98,100.28,
2015-11-07,09,10.2,97,100.31,
2015-11-07,10,10.6,96,100.28,
2015-11-07,11,10.9,96,100.29,
2015-11-07,12,10.9,95,100.28,
2015-11-07,13,10.8,96,100.20,
2015-11-07,14,11.1,96,100.17,
2015-11-07,15,11.4,96,100.13,
2015-11-07,16,10.8,91,100.09,
2015-11-07,17,10.4,88,100.15,
2015-11-07,18,9.5,92,100.14,
2015-11-07,19,9.2,90,100.15,
2015-11-07,20,9.1,87,100.13,
2015-11-07,21,9.5,88,100.12,
2015-11-07,22,9.2,86,100.11,
2015-11-07,23,8.9,85,100.16,
2015-11-07,24,8.6,84,100.16,
2015-11-08,01,7.0,90,100.22,
2015-11-08,02,5.6,94,100.23,
2015-11-08,03,5.4,96,100.23,
2015-11-08,04,6.3,97,100.24,
2015-11-08,05,7.2,95,100.22,
2015-11-08,06,7.4,94,100.21,
2015-11-08,07,6.7,96,100.20,
2015-11-08,08,7.1,97,100.22,
2015-11-08,09,7.5,97,100.23,
2015-11-08,10,9.0,93,100.26,
2015-11-08,11,10.1,87,100.24,
2015-11-08,12,10.2,86,100.25,
2015-11-08,13,9.8,88,100.22,
2015-11-08,14,10.3,81,100.19,
2015-11-08,15,9.7,84,100.18,
2015-11-08,16,9.9,83,100.15,
2015-11-08,17,9.4,87,100.16,
2015-11-08,18,9.2,89,100.17,
2015-11-08,19,9.0,91,100.18,
2015-11-08,20,8.7,89,100.20,
2015-11-08,21,8.4,93,100.21,
2015-11-08,22,8.3,92,100.23,
2015-11-08,23,8.7,92,100.27,
2015-11-08,24,8.3,93,100.28,
2015-11-09,01,8.2,96,100.31,
2015-11-09,02,8.4,94,100.33,
2015-11-09,03,8.1,96,100.33,
2015-11-09,04,7.9,95,100.38,
2015-11-09,05,8.0,95,100.41,
2015-11-09,06,7.9,94,100.44,
2015-11-09,07,7.6,93,100.48,
2015-11-09,08,7.6,91,100.53,
2015-11-09,09,7.6,88,100.61,
2015-11-09,10,7.6,88,100.66,
2015-11-09,11,8.3,85,100.71,
2015-11-09,12,10.0,76,100.76,
2015-11-09,13,9.2,78,100.79,
2015-11-09,14,10.7,69,100.81,
2015-11-09,15,11.5,62,100.83,
2015-11-09,16,11.0,70,100.88,
2015-11-09,17,9.4,77,100.95,
2015-11-09,18,6.7,91,101.00,
2015-11-09,19,5.3,95,101.06,
2015-11-09,20,4.9,97,101.10,
2015-11-09,21,4.2,98,101.14,
2015-11-09,22,4.1,98,101.22,
2015-11-09,23,5.1,98,101.27,
2015-11-09,24,3.5,99,101.30,
2015-11-10,01,3.1,99,101.31,
2015-11-10,02,2.5,99,101.37,
2015-11-10,03,2.7,99,101.41,
2015-11-10,04,2.2,99,101.43,
2015-11-10,05,2.0,100,101.43,
2015-11-10,06,1.8,100,101.46,
2015-11-10,07,1.9,100,101.50,
2015-11-10,08,3.1,100,101.55,
2015-11-10,09,3.7,99,101.59,
2015-11-10,10,6.7,99,101.59,
2015-11-10,11,6.8,99,101.58,
2015-11-10,12,7.0,95,101.57,
2015-11-10,13,7.3,89,101.56,
2015-11-10,14,7.8,88,101.51,
2015-11-10,15,7.8,90,101.46,
2015-11-10,16,7.9,87,101.39,
2015-11-10,17,8.0,86,101.32,
2015-11-10,18,7.8,90,101.16,
2015-11-10,19,8.3,92,101.09,
2015-11-10,20,8.5,92,100.91,
2015-11-10,21,8.5,92,100.79,
2015-11-10,22,8.4,94,100.62,
2015-11-10,23,8.2,91,100.77,
2015-11-10,24,7.4,94,100.83,
2015-11-11,01,7.6,93,100.86,
2015-11-11,02,7.6,90,100.89,
2015-11-11,03,7.3,89,100.97,
2015-11-11,04,7.2,79,101.04,
2015-11-11,05,6.8,80,101.05,
2015-11-11,06,6.6,80,101.18,
2015-11-11,07,6.5,85,101.20,
2015-11-11,08,6.3,79,101.35,
2015-11-11,09,5.8,79,101.45,
2015-11-11,10,7.8,74,101.54,
2015-11-11,11,9.7,70,101.63,
2015-11-11,12,10.4,68,101.66,
2015-11-11,13,10.9,58,101.72,
2015-11-11,14,9.9,68,101.75,
2015-11-11,15,9.7,66,101.77,
2015-11-11,16,9.1,72,101.80,
2015-11-11,17,8.7,71,101.83,
2015-11-11,18,7.9,75,101.82,
2015-11-11,19,7.4,71,101.84,
2015-11-11,20,6.6,78,101.88,
2015-11-11,21,6.8,79,101.86,
2015-11-11,22,6.1,84,101.87,
2015-11-11,23,4.0,91,101.93,
2015-11-11,24,4.2,94,101.91,
2015-11-12,01,3.8,95,101.93,
2015-11-12,02,3.9,96,101.90,
2015-11-12,03,6.5,98,101.86,
2015-11-12,04,7.1,93,101.78,
2015-11-12,05,6.7,93,101.69,
2015-11-12,06,6.6,91,101.63,
2015-11-12,07,6.3,91,101.53,
2015-11-12,08,6.5,89,101.44,
2015-11-12,09,7.2,89,101.32,
2015-11-12,10,7.8,83,101.19,
2015-11-12,11,7.9,85,101.09,
2015-11-12,12,7.6,90,100.97,
2015-11-12,13,7.9,91,100.77,
2015-11-12,14,8.5,88,100.60,
2015-11-12,15,8.3,89,100.51,
2015-11-12,16,8.3,91,100.42,
2015-11-12,17,8.2,93,100.35,
2015-11-12,18,8.1,95,100.22,
2015-11-12,19,8.3,95,100.18,
2015-11-12,20,8.6,96,100.16,
2015-11-12,21,8.7,96,100.14,
2015-11-12,22,8.9,97,100.11,
2015-11-12,23,9.0,98,100.06,
2015-11-12,24,9.1,98,100.03,
2015-11-13,01,9.5,98,99.99,
2015-11-13,02,9.6,98,99.89,
2015-11-13,03,9.5,98,99.89,
2015-11-13,04,9.8,98,99.86,
2015-11-13,05,10.3,98,99.81,
2015-11-13,06,11.0,99,99.79,
2015-11-13,07,11.0,98,99.81,
2015-11-13,08,11.7,98,99.84,
2015-11-13,09,11.1,96,99.95,
2015-11-13,10,11.6,95,100.02,
2015-11-13,11,11.6,90,100.09,
2015-11-13,12,11.6,91,100.14,
2015-11-13,13,12.5,86,100.09,
2015-11-13,14,12.5,86,100.10,
2015-11-13,15,12.5,86,100.08,
2015-11-13,16,11.5,88,100.18,
2015-11-13,17,10.4,94,100.19,
2015-11-13,18,9.2,92,100.24,
2015-11-13,19,9.4,83,100.29,
2015-11-13,20,8.0,90,100.28,
2015-11-13,21,8.5,88,100.30,
2015-11-13,22,8.4,91,100.31,
2015-11-13,23,8.4,91,100.30,
2015-11-13,24,8.3,95,100.27,
2015-11-14,01,8.1,97,100.27,
2015-11-14,02,8.0,97,100.22,
2015-11-14,03,8.2,97,100.21,
2015-11-14,04,8.1,98,100.20,
2015-11-14,05,8.0,98,100.16,
2015-11-14,06,7.7,98,100.13,
2015-11-14,07,7.6,98,100.09,
2015-11-14,08,7.5,97,100.11,
2015-11-14,09,7.6,96,100.11,
2015-11-14,10,7.5,95,100.14,
2015-11-14,11,8.1,95,100.06,
2015-11-14,12,8.5,90,100.06,
2015-11-14,13,8.4,90,99.98,
2015-11-14,14,8.6,90,99.91,
2015-11-14,15,8.2,89,99.88,
2015-11-14,16,7.7,93,99.86,
2015-11-14,17,7.5,95,99.79,
2015-11-14,18,7.2,96,99.76,
2015-11-14,19,6.7,97,99.72,
2015-11-14,20,6.3,97,99.63,
2015-11-14,21,6.2,97,99.57,
2015-11-14,22,6.2,98,99.55,
2015-11-14,23,5.7,96,99.50,
2015-11-14,24,5.3,94,99.46,
2015-11-15,01,5.1,95,99.43,
2015-11-15,02,4.7,96,99.42,
2015-11-15,03,4.4,96,99.43,
2015-11-15,04,4.3,96,99.43,
2015-11-15,05,4.2,96,99.41,
2015-11-15,06,4.6,96,99.43,
2015-11-15,07,4.5,96,99.42,
2015-11-15,08,4.9,92,99.50,
2015-11-15,09,4.6,95,99.59,
2015-11-15,10,5.5,93,99.70,
2015-11-15,11,6.6,83,99.74,
2015-11-15,12,8.1,72,99.82,
2015-11-15,13,9.2,64,99.87,
2015-11-15,14,9.7,63,99.92,
2015-11-15,15,7.1,80,99.99,
2015-11-15,16,6.9,77,100.10,
2015-11-15,17,5.1,87,100.20,
2015-11-15,18,3.4,94,100.28,
2015-11-15,19,2.4,97,100.37,
2015-11-15,20,2.3,98,100.46,
2015-11-15,21,1.8,98,100.55,
2015-11-15,22,1.7,99,100.66,
2015-11-15,23,1.3,99,100.75,
2015-11-15,24,1.0,99,100.84,
2015-11-16,01,1.4,99,100.94,
2015-11-16,02,1.0,100,100.98,
2015-11-16,03,0.5,100,101.05,
2015-11-16,04,0.6,100,101.06,
2015-11-16,05,0.0,100,101.07,
2015-11-16,06,0.4,100,101.08,
2015-11-16,07,1.2,100,101.06,
2015-11-16,08,5.6,90,101.04,
2015-11-16,09,5.7,87,101.03,
2015-11-16,10,5.8,84,100.96,
2015-11-16,11,5.7,85,100.90,
2015-11-16,12,6.1,84,100.79,
2015-11-16,13,6.5,86,100.61,
2015-11-16,14,6.7,85,100.51,
2015-11-16,16,6.6,89,100.32,
2015-11-16,17,7.0,89,100.30,
2015-11-16,18,7.2,87,100.23,
2015-11-16,19,7.0,87,100.20,
2015-11-16,20,7.0,90,100.15,
2015-11-16,21,7.0,91,100.19,
2015-11-16,22,6.8,95,100.18,
2015-11-16,23,6.9,95,100.18,
2015-11-16,24,8.1,92,100.16,
2015-11-17,01,8.7,90,100.15,
2015-11-17,02,9.6,88,100.15,
2015-11-17,03,9.1,93,100.08,
2015-11-17,04,8.1,96,100.00,
2015-11-17,05,7.8,97,99.85,
2015-11-17,06,8.3,98,99.77,
2015-11-17,07,10.1,98,99.61,
2015-11-17,08,12.5,91,99.52,
2015-11-17,09,11.0,94,99.37,
2015-11-17,10,10.3,97,99.18,
2015-11-17,12,13.6,92,98.97,
2015-11-17,13,13.4,93,98.88,
2015-11-17,14,11.2,88,99.02,
2015-11-17,15,9.9,90,99.10,
2015-11-17,16,9.6,81,99.25,
2015-11-17,17,9.0,79,99.47,
2015-11-17,18,8.4,67,99.71,
2015-11-17,19,7.3,70,99.81,
2015-11-17,20,6.4,67,99.99,
2015-11-17,21,6.0,71,100.12,
2015-11-17,22,5.9,72,100.25,
2015-11-17,23,5.2,79,100.39,
2015-11-17,24,4.9,78,100.56,
2015-11-18,01,5.1,74,100.77,
2015-11-18,02,5.1,80,100.94,
2015-11-18,03,5.8,70,101.00,
2015-11-18,04,5.0,77,101.14,
2015-11-18,05,4.6,74,101.26,
2015-11-18,06,2.6,87,101.35,
2015-11-18,07,1.1,90,101.44,
2015-11-18,08,1.1,91,101.52,
2015-11-18,09,1.8,87,101.57,
2015-11-18,10,4.6,79,101.63,
2015-11-18,11,6.9,70,101.65,
2015-11-18,12,8.2,70,101.66,
2015-11-18,13,8.6,73,101.65,
2015-11-18,14,8.6,72,101.64,
2015-11-18,15,7.9,71,101.63,
2015-11-18,16,7.5,72,101.62,
2015-11-18,17,7.0,75,101.60,
2015-11-18,18,6.3,79,101.58,
2015-11-18,19,5.7,84,101.57,
2015-11-18,20,5.0,88,101.53,
2015-11-18,21,5.4,87,101.54,
2015-11-18,22,5.4,85,101.51,
2015-11-18,23,5.4,85,101.51,
2015-11-18,24,5.7,85,101.46,
2015-11-19,01,5.6,85,101.47,
2015-11-19,02,5.4,88,101.42,
2015-11-19,03,5.5,86,101.38,
2015-11-19,04,5.2,90,101.36,
2015-11-19,05,5.5,91,101.29,
2015-11-19,06,5.7,89,101.31,
2015-11-19,07,5.3,86,101.31,
2015-11-19,08,5.4,86,101.34,
2015-11-19,09,5.4,84,101.39,
2015-11-19,10,5.4,82,101.42,
2015-11-19,11,6.3,77,101.46,
2015-11-19,12,7.0,69,101.49,
2015-11-19,13,7.1,68,101.47,
2015-11-19,14,7.4,64,101.49,
2015-11-19,15,7.4,64,101.52,
2015-11-19,16,7.6,61,101.57,
2015-11-19,17,6.8,61,101.64,
2015-11-19,18,4.8,68,101.72,
2015-11-19,19,4.5,68,101.82,
2015-11-19,20,3.1,78,101.89,
2015-11-19,21,3.4,76,101.93,
2015-11-19,22,4.2,68,102.01,
2015-11-19,23,2.5,78,102.11,
2015-11-19,24,2.8,81,102.22,
2015-11-20,01,2.6,82,102.32,
2015-11-20,02,3.2,79,102.36,
2015-11-20,03,2.5,82,102.43,
2015-11-20,04,3.6,81,102.49,
2015-11-20,05,3.1,83,102.48,
2015-11-20,06,3.8,86,102.49,
2015-11-20,07,3.1,90,102.55,
2015-11-20,08,2.8,88,102.63,
2015-11-20,09,3.2,90,102.67,
2015-11-20,10,4.3,81,102.71,
2015-11-20,11,5.8,66,102.78,
2015-11-20,12,5.9,69,102.76,
2015-11-20,13,6.3,70,102.70,
2015-11-20,14,6.4,66,102.68,
2015-11-20,15,6.4,64,102.60,
2015-11-20,16,5.9,69,102.56,
2015-11-20,17,5.2,72,102.58,
2015-11-20,18,4.6,77,102.57,
2015-11-20,19,4.3,75,102.54,
2015-11-20,20,4.1,82,102.54,
2015-11-20,21,4.2,85,102.53,
2015-11-20,22,3.6,86,102.45,
2015-11-20,23,3.9,88,102.46,
2015-11-20,24,3.5,86,102.42,
2015-11-21,01,3.3,86,102.37,
2015-11-21,02,3.2,88,102.35,
2015-11-21,03,3.0,88,102.33,
2015-11-21,04,2.9,89,102.30,
2015-11-21,05,2.8,90,102.28,
2015-11-21,06,2.7,91,102.25,
2015-11-21,07,2.7,91,102.25,
2015-11-21,08,2.6,90,102.24,
2015-11-21,09,2.4,91,102.23,
2015-11-21,10,3.6,88,102.25,
2015-11-21,11,5.0,81,102.24,
2015-11-21,12,5.8,79,102.22,
2015-11-21,13,6.3,77,102.16,
2015-11-21,14,6.6,75,102.12,
2015-11-21,15,6.5,75,102.05,
2015-11-21,16,6.6,74,102.04,
2015-11-21,17,5.8,71,101.98,
2015-11-21,18,4.8,79,101.97,
2015-11-21,19,4.9,78,101.95,
2015-11-21,20,4.3,76,101.92,
2015-11-21,21,4.5,85,101.90,
2015-11-21,22,2.3,92,101.86,
2015-11-21,23,3.0,93,101.83,
2015-11-21,24,3.6,92,101.78,
2015-11-22,01,3.8,87,101.73,
2015-11-22,02,3.9,83,101.68,
2015-11-22,03,3.5,83,101.64,
2015-11-22,04,3.4,83,101.60,
2015-11-22,05,3.8,84,101.57,
2015-11-22,06,3.8,83,101.50,
2015-11-22,07,4.0,86,101.44,
2015-11-22,08,3.5,87,101.42,
2015-11-22,09,4.2,83,101.38,
2015-11-22,10,4.9,79,101.36,
2015-11-22,11,5.7,80,101.31,
2015-11-22,12,7.5,75,101.28,
2015-11-22,13,7.1,75,101.16,
2015-11-22,14,7.6,74,101.08,
2015-11-22,15,8.0,72,101.04,
2015-11-22,16,6.9,80,100.99,
2015-11-22,17,6.7,82,100.95,
2015-11-22,18,6.1,82,100.93,
2015-11-22,19,5.1,87,100.89,
2015-11-22,20,4.9,89,100.86,
2015-11-22,21,4.6,92,100.82,
2015-11-22,22,5.0,89,100.81,
2015-11-22,23,4.5,92,100.78,
2015-11-22,24,4.6,94,100.76,
2015-11-23,01,5.2,89,100.71,
2015-11-23,02,4.8,90,100.66,
2015-11-23,03,5.0,90,100.62,
2015-11-23,04,5.3,89,100.59,
2015-11-23,05,5.1,91,100.55,
2015-11-23,06,5.2,87,100.51,
2015-11-23,07,4.4,92,100.45,
2015-11-23,08,5.6,89,100.42,
2015-11-23,09,5.7,87,100.43,
2015-11-23,10,6.2,86,100.43,
2015-11-23,11,6.5,84,100.41,
2015-11-23,12,6.8,83,100.38,
2015-11-23,13,6.8,85,100.33,
2015-11-23,14,6.4,88,100.28,
2015-11-23,15,5.6,94,100.23,
2015-11-23,16,5.6,95,100.19,
2015-11-23,17,5.3,96,100.16,
2015-11-23,18,5.0,95,100.11,
2015-11-23,19,4.8,96,100.06,
2015-11-23,20,4.4,96,100.05,
2015-11-23,21,4.2,97,100.00,
2015-11-23,22,3.9,96,99.99,
2015-11-23,23,3.7,97,99.99,
2015-11-23,24,3.5,97,99.98,
2015-11-24,01,3.6,97,99.96,
2015-11-24,02,3.8,97,99.95,
2015-11-24,03,4.6,97,99.97,
2015-11-24,04,4.7,92,100.02,
2015-11-24,05,4.1,93,100.03,
2015-11-24,06,4.4,93,100.10,
2015-11-24,07,4.5,89,100.14,
2015-11-24,08,5.3,83,100.22,
2015-11-24,09,5.4,82,100.38,
2015-11-24,10,5.6,77,100.49,
2015-11-24,11,6.8,72,100.60,
2015-11-24,12,6.1,71,100.69,
2015-11-24,13,7.1,56,100.76,
2015-11-24,14,7.7,52,100.81,
2015-11-24,19,5.5,51,101.23,
2015-11-24,20,5.1,46,101.30,
2015-11-24,21,4.6,41,101.36,
2015-11-24,22,4.5,40,101.44,
2015-11-24,23,4.8,37,101.51,
2015-11-24,24,4.3,38,101.54,
2015-11-25,01,3.8,40,101.61,
2015-11-25,02,4.5,38,101.64,
2015-11-25,03,4.4,41,101.69,
2015-11-25,04,4.4,42,101.74,
2015-11-25,05,1.7,62,101.77,
2015-11-25,06,1.8,60,101.79,
2015-11-25,07,2.4,64,101.81,
2015-11-25,08,2.1,69,101.83,
2015-11-25,09,2.7,63,101.88,
2015-11-25,10,3.8,57,101.94,
2015-11-25,11,5.7,48,101.99,
2015-11-25,12,6.1,52,102.00,
2015-11-25,14,7.2,42,101.94,
2015-11-25,19,2.1,66,102.02,
2015-11-25,20,0.0,75,102.03,
2015-11-25,21,2.4,66,102.05,
2015-11-25,22,3.5,75,102.06,
2015-11-25,23,4.3,77,102.09,
2015-11-25,24,2.2,81,102.14,
2015-11-26,01,2.7,77,102.17,
2015-11-26,02,3.1,78,102.21,
2015-11-26,03,1.7,83,102.22,
2015-11-26,04,2.7,82,102.26,
2015-11-26,05,2.5,86,102.29,
2015-11-26,06,1.4,89,102.27,
2015-11-26,07,2.5,90,102.28,
2015-11-26,08,3.1,88,102.30,
2015-11-26,09,3.5,87,102.34,
2015-11-26,10,4.5,82,102.39,
2015-11-26,13,7.3,67,102.44,
2015-11-26,14,7.4,71,102.42,
2015-11-26,15,7.2,72,102.38,
2015-11-26,16,6.8,66,102.38,
2015-11-26,17,6.0,71,102.37,
2015-11-26,18,4.9,78,102.40,
2015-11-26,19,4.9,82,102.40,
2015-11-26,20,4.8,79,102.41,
2015-11-26,21,4.7,85,102.40,
2015-11-26,22,3.9,86,102.41,
2015-11-26,23,3.5,86,102.38,
2015-11-26,24,3.9,88,102.38,
2015-11-27,01,3.8,90,102.37,
2015-11-27,02,3.6,90,102.35,
2015-11-27,03,3.9,91,102.33,
2015-11-27,04,3.9,91,102.32,
2015-11-27,05,3.8,90,102.29,
2015-11-27,06,3.2,91,102.27,
2015-11-27,07,3.3,92,102.27,
2015-11-27,08,3.5,93,102.22,
2015-11-27,09,2.9,93,102.25,
2015-11-27,10,4.2,92,102.28,
2015-11-27,11,4.5,90,102.31,
2015-11-27,12,6.3,81,102.28,
2015-11-27,13,6.5,79,102.26,
2015-11-27,14,6.6,76,102.22,
2015-11-27,15,6.7,75,102.14,
2015-11-27,16,6.2,79,102.10,
2015-11-27,17,5.2,78,102.06,
2015-11-27,18,4.4,80,102.05,
2015-11-27,19,2.8,85,102.04,
2015-11-27,20,1.5,94,102.05,
2015-11-27,21,3.1,94,102.04,
2015-11-27,22,2.3,95,102.03,
2015-11-27,23,2.7,92,102.07,
2015-11-27,24,2.3,94,102.05,
2015-11-28,01,3.0,94,102.04,
2015-11-28,02,3.0,95,102.02,
2015-11-28,03,3.0,94,102.03,
2015-11-28,04,2.7,94,102.01,
2015-11-28,05,2.9,95,101.96,
2015-11-28,06,2.7,94,101.94,
2015-11-28,07,2.6,94,101.95,
2015-11-28,08,2.7,94,101.94,
2015-11-28,09,2.4,94,101.94,
2015-11-28,10,2.7,94,101.96,
2015-11-28,11,4.3,87,101.94,
2015-11-28,12,5.0,82,101.92,
2015-11-28,13,5.9,79,101.86,
2015-11-28,14,6.3,79,101.80,
2015-11-28,15,5.9,78,101.73,
2015-11-28,16,5.8,81,101.69,
2015-11-28,17,5.0,82,101.66,
2015-11-28,18,3.6,88,101.66,
2015-11-28,19,3.2,88,101.63,
2015-11-28,20,3.4,92,101.62,
2015-11-28,21,3.1,91,101.61,
2015-11-28,22,2.8,96,101.62,
2015-11-28,23,2.7,96,101.60,
2015-11-28,24,2.4,96,101.59,
2015-11-29,01,2.1,97,101.60,
2015-11-29,02,1.8,97,101.59,
2015-11-29,03,2.0,97,101.59,
2015-11-29,04,1.7,98,101.60,
2015-11-29,05,1.9,98,101.57,
2015-11-29,06,1.6,98,101.56,
2015-11-29,07,1.6,97,101.58,
2015-11-29,08,2.0,97,101.59,
2015-11-29,09,1.7,96,101.59,
2015-11-29,10,2.3,96,101.60,
2015-11-29,11,2.9,93,101.59,
2015-11-29,12,3.8,88,101.58,
2015-11-29,13,4.8,80,101.51,
2015-11-29,14,5.2,77,101.48,
2015-11-29,15,5.1,80,101.42,
2015-11-29,16,4.7,80,101.41,
2015-11-29,17,3.7,82,101.44,
2015-11-29,18,1.1,92,101.42,
2015-11-29,19,0.3,96,101.40,
2015-11-29,20,-0.5,97,101.39,
2015-11-29,21,-1.0,98,101.37,
2015-11-29,22,0.7,99,101.35,
2015-11-29,23,1.0,98,101.34,
2015-11-29,24,1.4,98,101.33,
2015-11-30,01,0.3,98,101.33,
2015-11-30,02,0.9,98,101.30,
2015-11-30,03,0.7,98,101.30,
2015-11-30,04,1.3,97,101.27,
2015-11-30,05,1.1,98,101.24,
2015-11-30,06,1.7,98,101.24,
2015-11-30,07,1.8,95,101.19,
2015-11-30,08,1.6,96,101.18,
2015-11-30,09,2.0,96,101.16,
2015-11-30,10,2.2,95,101.20,
2015-11-30,11,3.0,88,101.18,
2015-11-30,12,3.1,87,101.18,
2015-11-30,13,3.3,87,101.11,
2015-11-30,14,3.5,81,101.07,
2015-11-30,15,3.0,82,101.05,
2015-11-30,16,3.2,84,101.04,
2015-11-30,17,3.5,85,101.05,
2015-11-30,18,3.4,85,101.05,
2015-11-30,19,3.7,85,101.09,
2015-11-30,20,3.7,85,101.08,
2015-11-30,21,5.4,88,101.05,
2015-11-30,22,4.3,88,101.08,
2015-11-30,23,3.9,92,101.11,
2015-11-30,24,5.4,87,101.10,
2015-12-01,01,5.0,90,101.12,
2015-12-01,02,4.5,91,101.14,
2015-12-01,03,3.2,95,101.18,
2015-12-01,04,3.6,97,101.21,
2015-12-01,05,4.6,96,101.21,
2015-12-01,06,5.4,96,101.25,
2015-12-01,07,6.2,92,101.26,
2015-12-01,08,6.7,91,101.25,
2015-12-01,09,7.0,92,101.22,
2015-12-01,10,7.5,90,101.18,
2015-12-01,11,9.2,80,101.13,
2015-12-01,12,8.7,84,101.02,
2015-12-01,13,8.2,85,100.94,
2015-12-01,14,8.7,86,100.84,
2015-12-01,15,8.7,85,100.78,
2015-12-01,16,9.2,81,100.69,
2015-12-01,17,9.0,80,100.62,
2015-12-01,18,8.8,81,100.55,
2015-12-01,19,9.1,82,100.48,
2015-12-01,20,9.1,86,100.44,
2015-12-01,21,8.8,87,100.46,
2015-12-01,22,8.3,89,100.48,
2015-12-01,23,7.8,92,100.51,
2015-12-01,24,7.1,93,100.55,
2015-12-02,01,7.0,93,100.57,
2015-12-02,02,7.2,94,100.62,
2015-12-02,03,7.4,94,100.71,
2015-12-02,04,7.2,95,100.81,
2015-12-02,05,7.3,95,100.86,
2015-12-02,06,7.2,95,100.86,
